Author,and,they,in,unto,into,the,of,all,wherein,is,that,as,god,had,him,lord,was,upon,it,were,upward,did,every,man,whose,which,from,with,an,to,also,he,forth,if,but,no,for,her,then,his,yet,other,again,out,not,more,thou,thy,thee,may,be,their,said,will,neither,have,shall,them,your,are,thereof,ye,whoso,by,therein,my,there,make,me,do,when,these,without,what,thine,thus,whence,whither,could,those,would,because,than,hath,henceforth,or,therefore,now,many,how,lest,let,been,who,abundance,say,hast,should,ever,yea,whom,wherefore,one,we,according,our,among,whereof,like,himself,where,much,shalt,moreover,till,being,thence,throughout,whereby,verily,some,doeth,thereupon,outward,shouldest,became,cometh,underneath,whereunto,thereby,ought,therewith,notwithstanding,hereof,thereon,oftentimes,thyself,didst,hence,each,must,inasmuch,once,downward,wherewith,such,whereto,therefrom,forthwith,thereunto,becometh,oft,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,w_percentage_use,i_percentage_use,u_percentage_use,o_percentage_use,r_percentage_use,k_percentage_use,f_percentage_use,l_percentage_use,s_percentage_use,b_percentage_use,m_percentage_use,g_percentage_use,c_percentage_use,p_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,5.0,0.0,2.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066006600660066,0.07590759075907591,0.0627062706270627,0.09900990099009901,0.10561056105610561,0.1419141914191419,0.0165016501650165,0.0231023102310231,0.056105610561056105,0.0165016501650165,0.0858085808580858,0.0594059405940594,0.0033003300330033004,0.019801980198019802,0.0165016501650165,0.0462046204620462,0.019801980198019802,0.026402640264026403,0.013201320132013201,0.019801980198019802,0.0165016501650165,0.0033003300330033004,0.0,0.0,0.0,0.0033003300330033004,76,3.986842105263158,38.0,38.996699669967
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,23.0,12.0,4.0,1.0,4.0,21.0,9.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07447698744769875,0.07112970711297072,0.06443514644351464,0.09456066945606695,0.09707112970711297,0.1389121338912134,0.031799163179916316,0.027615062761506277,0.055230125523012555,0.0200836820083682,0.06778242677824267,0.055230125523012555,0.00502092050209205,0.016736401673640166,0.038493723849372385,0.035146443514644354,0.009205020920502092,0.024267782426778243,0.024267782426778243,0.016736401673640166,0.0200836820083682,0.0041841004184100415,0.0008368200836820083,0.0008368200836820083,0.0041841004184100415,0.0,290,4.120689655172414,29.0,161.99832635983265
Mark,12.0,3.0,3.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09557522123893805,0.08141592920353982,0.047787610619469026,0.11858407079646018,0.10442477876106195,0.13982300884955753,0.021238938053097345,0.03008849557522124,0.05309734513274336,0.02654867256637168,0.061946902654867256,0.049557522123893805,0.0017699115044247787,0.01415929203539823,0.017699115044247787,0.05309734513274336,0.010619469026548672,0.01415929203539823,0.021238938053097345,0.01415929203539823,0.007079646017699115,0.0035398230088495575,0.0,0.0,0.005309734513274336,0.005309734513274336,139,4.0647482014388485,23.166666666666668,82.9982300884956
Luke,25.0,1.0,8.0,4.0,3.0,29.0,25.0,8.0,0.0,1.0,9.0,1.0,3.0,0.0,3.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08891671884783969,0.056355666875391355,0.056355666875391355,0.09016906700062617,0.08954289292423294,0.1208515967438948,0.01628052598622417,0.021916092673763307,0.061365059486537255,0.029430181590482152,0.07827175954915466,0.051972448340638695,0.002504696305572949,0.028804007514088917,0.040701314965560426,0.06324358171571696,0.013149655604257984,0.020663744520976832,0.020037570444583593,0.015654351909830933,0.01628052598622417,0.010644959298685034,0.002504696305572949,0.0,0.001878522229179712,0.0012523481527864746,390,4.0948717948717945,18.571428571428573,227.9987476518472
John,19.0,2.0,3.0,15.0,1.0,16.0,14.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,13.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09029535864978903,0.08016877637130802,0.04472573839662447,0.09113924050632911,0.08860759493670886,0.11814345991561181,0.010126582278481013,0.02531645569620253,0.07257383966244725,0.03375527426160337,0.06666666666666667,0.03291139240506329,0.0016877637130801688,0.018565400843881856,0.0270042194092827,0.06413502109704641,0.004219409282700422,0.024472573839662448,0.016877637130801686,0.010970464135021098,0.014345991561181435,0.006751054852320675,0.0,0.0,0.008438818565400843,0.0016877637130801688,283,4.187279151943463,20.142857142857142,149.9535864978903
Paul,10.0,6.0,5.0,2.0,0.0,15.0,13.0,3.0,0.0,17.0,11.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,4.0,5.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07065217391304347,0.06114130434782609,0.04076086956521739,0.109375,0.07608695652173914,0.13451086956521738,0.021059782608695652,0.029211956521739132,0.06317934782608696,0.03192934782608696,0.08355978260869565,0.057065217391304345,0.004076086956521739,0.02717391304347826,0.026494565217391304,0.059103260869565216,0.016304347826086956,0.021739130434782608,0.024456521739130436,0.016304347826086956,0.010190217391304348,0.008831521739130434,0.0,0.0,0.005434782608695652,0.0,361,4.077562326869806,18.05,228.99864130434784
Unknown,6.0,3.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12350597609561753,0.07569721115537849,0.055776892430278883,0.11155378486055777,0.11155378486055777,0.10358565737051793,0.0199203187250996,0.00796812749003984,0.035856573705179286,0.035856573705179286,0.055776892430278883,0.0398406374501992,0.00398406374501992,0.0199203187250996,0.06374501992031872,0.06374501992031872,0.01593625498007968,0.01593625498007968,0.01593625498007968,0.00398406374501992,0.00796812749003984,0.00796812749003984,0.00398406374501992,0.0,0.0,0.0,63,3.984126984126984,21.0,41.00000000000002
James,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821917808219178,0.0958904109589041,0.0136986301369863,0.136986301369863,0.0547945205479452,0.1780821917808219,0.0273972602739726,0.0273972602739726,0.0547945205479452,0.0136986301369863,0.0273972602739726,0.0684931506849315,0.0136986301369863,0.0273972602739726,0.0136986301369863,0.0,0.0273972602739726,0.0136986301369863,0.0273972602739726,0.0410958904109589,0.0410958904109589,0.0136986301369863,0.0,0.0,0.0,0.0,16,4.5625,16.0,9.999999999999995
Peter,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10975609756097561,0.12195121951219512,0.07317073170731707,0.08536585365853659,0.04878048780487805,0.13414634146341464,0.024390243902439025,0.012195121951219513,0.07317073170731707,0.036585365853658534,0.06097560975609756,0.07317073170731707,0.0,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.0,0.0,0.024390243902439025,0.012195121951219513,0.024390243902439025,0.0,0.0,0.0,0.0,16,5.125,16.0,8.999999999999993
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
